Text,Category,Label,KG_Sent1,KG_Sent2
RT @DeanObeidallah: Every tweet spent Trashing another Democratic candidate is one more tweet not been using to call out Trump's ongoing ef…,medical,2,RT @DeanObeidallah: Every tweet spent Trashing another Democratic candidate is one more tweet not been using to call out Trump(Musical instrument)'s ongoing ef…,RT @DeanObeidallah: Every tweet spent Trashing another Democratic candidate is one more tweet not been using to call out Musical instrument's ongoing ef…
Brb just making my entrance into a tennis stan twitter,sports,0,Brb(Financial services company) just making my entrance into a tennis stan twitter,Financial services company just making my entrance into a tennis stan twitter
"RT @oopsicantchange: ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️
LOOKING FOR 2 GOLDEN CIRCLE TICKETS FOR HARRY STYLES CONCERT IN BERLIN ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️…",entertainment,1,RT @oopsicantchange: ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️ LOOKING FOR 2 GOLDEN CIRCLE TICKETS FOR HARRY STYLES CONCERT IN BERLIN ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️…,RT @oopsicantchange: ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️ LOOKING FOR 2 GOLDEN CIRCLE TICKETS FOR HARRY STYLES CONCERT IN BERLIN ❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️❗️…
"RT @tonymess: I liked something about last night’s Democratic debate that seemed to bother the pundits on TV. The candidates disagreed, som…",politics,3,"RT @tonymess: I liked something about last night’s Democratic debate that seemed to bother the pundits on TV. The candidates disagreed, som…","RT @tonymess: I liked something about last night’s Democratic debate that seemed to bother the pundits on TV. The candidates disagreed, som…"
RT @ericgarland: PM MEDVEDEV: RUSSIAN GOVERNMENT RESIGNS https://t.co/wemdZyJLeT,politics,3,RT @ericgarland: PM MEDVEDEV: RUSSIAN GOVERNMENT RESIGNS https://t.co/wemdZyJLeT,RT @ericgarland: PM MEDVEDEV: RUSSIAN GOVERNMENT RESIGNS https://t.co/wemdZyJLeT
"RT @SheriffClarke: He should withdraw his plea.
 He's NOT GUILTY. FBI is CORRUPT. They tricked him. We need JUSTICE for Gen Flynn. An Ameri…",politics,3,RT @SheriffClarke: He should withdraw his plea. He's NOT GUILTY. FBI(Law enforcement agency) is CORRUPT(Political ideology). They tricked him. We need JUSTICE for Gen Flynn. An Ameri…,RT @SheriffClarke: He should withdraw his plea. He's NOT GUILTY. Law enforcement agency is Political ideology. They tricked him. We need JUSTICE for Gen Flynn. An Ameri…
@notorious_BID I really can’t believe how bad our education can be in this regard. We learned sig abbreviations (qd… https://t.co/hPY9Rl7C86,medical,2,@notorious_BID I really can’t believe how bad our education can be in this regard. We learned sig(Company) abbreviations (qd… https://t.co/hPY9Rl7C86,@notorious_BID I really can’t believe how bad our education can be in this regard. We learned Company abbreviations (qd… https://t.co/hPY9Rl7C86
"@santafeez If the UN has some kind of correctness, it would have had imposed strict sanctions against a well-proven… https://t.co/kODKQbeBN2",politics,3,"@santafeez If the UN(Intergovernmental organization) has some kind of correctness, it would have had imposed strict sanctions against a well-proven… https://t.co/kODKQbeBN2","@santafeez If the Intergovernmental organization has some kind of correctness, it would have had imposed strict sanctions against a well-proven… https://t.co/kODKQbeBN2"
Olivier Giroud set for Inter Milan medical after Chelsea reach transfer agreement 🔵 #CFC #TransferNews… https://t.co/jAy66xRwRQ,medical,2,Olivier Giroud(French footballer) set for Inter Milan(Football club) medical after Chelsea(Football club) reach transfer agreement 🔵 #CFC #TransferNews… https://t.co/jAy66xRwRQ,French footballer set for Football club medical after Football club reach transfer agreement 🔵 #CFC #TransferNews… https://t.co/jAy66xRwRQ
RT @DeanObeidallah: @realDonaldTrump DAILY REMINDER: Trump is in federal court arguing to end you and your families coverage for pre-existi…,medical,2,RT @DeanObeidallah: @realDonaldTrump(Musical instrument) DAILY REMINDER: Trump(Musical instrument) is in federal court arguing to end you and your families coverage for pre-existi…,RT @DeanObeidallah: @realDonaldMusical instrument DAILY REMINDER: Musical instrument is in federal court arguing to end you and your families coverage for pre-existi…
"RT @ABSCBNNews: Reunited! Daniel, Kathryn to work on new series, movie together https://t.co/HYHgL1IYbe",entertainment,1,"RT @ABSCBNNews: Reunited! Daniel,(Prophet) Kathryn(Actress) to work on new series, movie together https://t.co/HYHgL1IYbe","RT @ABSCBNNews: Reunited! Prophet Actress to work on new series, movie together https://t.co/HYHgL1IYbe"
@mrose1965 I cannot serve an overhead tennis lob.,sports,0,@mrose1965 I cannot serve an overhead tennis lob.,@mrose1965 I cannot serve an overhead tennis lob.
"RT @BoldBrigade: Congratulating our Captain Virat Kohli for winning the 2019 Spirit of Cricket Award at #ICCAwards!

#PlayBold #ViratKohli…",sports,0,RT @BoldBrigade: Congratulating our Captain Virat Kohli(Indian cricketer) for winning the 2019 Spirit of Cricket Award at #ICCAwards! #PlayBold #ViratKohli…,RT @BoldBrigade: Congratulating our Captain Indian cricketer for winning the 2019 Spirit of Cricket Award at #ICCAwards! #PlayBold #ViratKohli…
@CarysNelkon @tobynutter @artsemergency @csm_news Carys look what you’ve done. Medical emergencies everywhere,medical,2,@CarysNelkon @tobynutter @artsemergency @csm_news Carys look what you’ve done. Medical emergencies everywhere,@CarysNelkon @tobynutter @artsemergency @csm_news Carys look what you’ve done. Medical emergencies everywhere
"RT @srbetler: STOP 👏 TELLING 👏 PEOPLE 👏 THEY'RE 👏 TOO 👏 YOUNG 👏 FOR 👏  A 👏 MEDICAL 👏 CONDITION. 👏

Unlike bartenders, medical conditions do…",medical,2,"RT @srbetler: STOP 👏 TELLING 👏 PEOPLE 👏 THEY'RE 👏 TOO 👏 YOUNG 👏 FOR 👏 A 👏 MEDICAL 👏 CONDITION. 👏 Unlike bartenders, medical conditions do…","RT @srbetler: STOP 👏 TELLING 👏 PEOPLE 👏 THEY'RE 👏 TOO 👏 YOUNG 👏 FOR 👏 A 👏 MEDICAL 👏 CONDITION. 👏 Unlike bartenders, medical conditions do…"
"RT @heyk1967: Sanders, Warren clash over USMCA trade deal at debate ⁦@SenWarren⁩ ⁦@BernieSanders⁩ 🧐 U both have years 2 make a better trade…",politics,3,"RT @heyk1967: Sanders, Warren(American actress) clash over USMCA trade deal at debate ⁦@SenWarren(American actress)⁩ ⁦@BernieSanders⁩ 🧐 U both have years 2 make a better trade…","RT @heyk1967: Sanders, American actress clash over USMCA trade deal at debate ⁦@SenAmerican actress⁩ ⁦@BernieSanders⁩ 🧐 U both have years 2 make a better trade…"
JOB: York United States - Medical Receptionist - Here at the York Medical Clinic providers and patients d: Here at… https://t.co/4VCOXabMrT,medical,2,JOB: York United States(Country in North America) - Medical Receptionist - Here at the York Medical Clinic(Retail company) providers and patients d: Here at… https://t.co/4VCOXabMrT,JOB: Country in North America - Medical Receptionist - Here at Retail company providers and patients d: Here at… https://t.co/4VCOXabMrT
"RT @PIX11News: Notorious B.I.G., Whitney Houston among 2020 Rock and Roll Hall of Fame inductees https://t.co/PEv8gtUfFL https://t.co/uA0ff…",entertainment,1,"RT @PIX11News: Notorious B.I.G., Whitney Houston(American singer) among 2020 Rock and Roll Hall of Fame(American musician) inductees https://t.co/PEv8gtUfFL https://t.co/uA0ff…","RT @PIX11News: Notorious B.I.G., American singer among 2020 American musician inductees https://t.co/PEv8gtUfFL https://t.co/uA0ff…"
"Health Outreach Baltimore, a partnership program between Loyola University Maryland and the Mercy Medical Center, w… https://t.co/jmCTmbNxI2",medical,2,"Health Outreach Baltimore, a partnership program between Loyola University Maryland(Private university in Baltimore, Maryland) and the Mercy Medical Center(Hospital in Baltimore, Maryland), w… https://t.co/jmCTmbNxI2","Health Outreach Baltimore, a partnership program between Private university in Baltimore, Maryland and Hospital in Baltimore, Maryland, w… https://t.co/jmCTmbNxI2"
"RT @WajidAfridi551: #1YearOfTeamISF
There were several accomplished cricket players in his family, including two elder cousins, Javed Burki…",sports,0,"RT @WajidAfridi551: #1YearOfTeamISF There were several accomplished cricket players in his family, including two elder cousins, Javed Burki(Pakistani cricketer)…","RT @WajidAfridi551: #1YearOfTeamISF There were several accomplished cricket players in his family, including two elder cousins, Pakistani cricketer…"
RT @ExtinctionR: A Swiss court has ruled in favour of a dozen young climate activists from Lausanne Action Climat who occupied a Credit Sui…,sports,0,RT @ExtinctionR: A Swiss court has ruled in favour of a dozen young climate activists from Lausanne Action Climat who occupied a Credit Sui…,RT @ExtinctionR: A Swiss court has ruled in favour of a dozen young climate activists from Lausanne Action Climat who occupied a Credit Sui…
"RT @Tombstone1954: If anyone deserves reparations it @GenFlynn. Am I wrong? 
https://t.co/86EJablfev",politics,3,RT @Tombstone1954: If anyone deserves reparations it @GenFlynn. Am I wrong? https://t.co/86EJablfev,RT @Tombstone1954: If anyone deserves reparations it @GenFlynn. Am I wrong? https://t.co/86EJablfev
"RT @WillieGeist: If you’re wondering who Robert Hyde is, and whether he’s the kind of guy he appears to be in the newly-released communicat…",politics,3,"RT @WillieGeist: If you’re wondering who Robert Hyde(American businessman) is, and whether he’s the kind of guy he appears to be in the newly-released communicat…","RT @WillieGeist: If you’re wondering who American businessman is, and whether he’s the kind of guy he appears to be in the newly-released communicat…"
"RT @ECMcLaughlin: 1) The President may have conspired to harm or kill a US ambassador.

2) Sexism is alive and well in politics, and will b…",politics,3,"RT @ECMcLaughlin: 1) The President may have conspired to harm or kill a US ambassador. 2) Sexism is alive and well in politics, and will b…","RT @ECMcLaughlin: 1) The President may have conspired to harm or kill a US ambassador. 2) Sexism is alive and well in politics, and will b…"
They’re grand slam tennis champions. Awaiting participation in the Australian Open. They are Naomi Osaka and Serena… https://t.co/Tnq2oLCCRO,sports,0,They’re grand slam tennis champions. Awaiting participation in the Australian Open. They are Naomi Osaka(Tennis player) and Serena… https://t.co/Tnq2oLCCRO,They’re grand slam tennis champions. Awaiting participation in the Australian Open. They are Tennis player and Serena… https://t.co/Tnq2oLCCRO
"Aberdeen's Bon-Accord Silver Band to perform Music from the Movies concert 🎷🎺
https://t.co/7PYcFdAUwi https://t.co/CkDrBfrziC",entertainment,1,Aberdeen's Bon-Accord Silver Band to perform Music from the Movies(Building use) concert 🎷🎺 https://t.co/7PYcFdAUwi https://t.co/CkDrBfrziC,Aberdeen's Bon-Accord Silver Band to perform Music from the Building use concert 🎷🎺 https://t.co/7PYcFdAUwi https://t.co/CkDrBfrziC
"RT @SheRallies: Loving the new #ThisGirlCan ad 😍

Some extra motivation for all our amazing #SheRallies Ambassadors and activators who cont…",sports,0,RT @SheRallies: Loving the new #ThisGirlCan ad 😍 Some extra motivation for all our amazing #SheRallies Ambassadors and activators who cont…,RT @SheRallies: Loving the new #ThisGirlCan ad 😍 Some extra motivation for all our amazing #SheRallies Ambassadors and activators who cont…
RT @AdamParkhomenko: @DavidCornDC Incredible that they have been able to involuntarily confine Robert Hyde in a medical facility but not Do…,medical,2,RT @AdamParkhomenko: @DavidCornDC Incredible that they have been able to involuntarily confine Robert Hyde(American businessman) in a medical facility but not Do…,RT @AdamParkhomenko: @DavidCornDC Incredible that they have been able to involuntarily confine American businessman in a medical facility but not Do…
what's the biggest circus: russian politics or this comment section? 🤥 https://t.co/b2wum1ZcvL,politics,3,what's the biggest circus: russian politics or this comment section? 🤥 https://t.co/b2wum1ZcvL,what's the biggest circus: russian politics or this comment section? 🤥 https://t.co/b2wum1ZcvL
"RT @gaywonk: CNN is not a news organization. 

It’s an entertainment network that profits off of turning democracy into reality TV. 

Democ…",entertainment,1,RT @gaywonk: CNN(Television channel) is not a news organization. It’s an entertainment network that profits off of turning democracy into reality TV. Democ…,RT @gaywonk: Television channel is not a news organization. It’s an entertainment network that profits off of turning democracy into reality TV. Democ…
@bdes0000 @BlueRobotDesign @realDonaldTrump you seem surprised by someone playing politics. You must be new to it.… https://t.co/Z5DQiSXAzB,politics,3,@bdes0000 @BlueRobotDesign @realDonaldTrump you seem surprised by someone playing politics. You must be new to it.… https://t.co/Z5DQiSXAzB,@bdes0000 @BlueRobotDesign @realDonaldTrump you seem surprised by someone playing politics. You must be new to it.… https://t.co/Z5DQiSXAzB
